Perioden	Regio's	Verkeer en vervoer/Motorvoertuigen/Personenauto's (aantal)	Verkeer en vervoer/Motorvoertuigen/Personenauto's. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Personenauto's particulieren (aantal)	Verkeer en vervoer/Motorvoertuigen/Personenauto's particulieren. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Bedrijfsmotorvoertuigen (aantal)	Verkeer en vervoer/Motorvoertuigen/Motorfietsen (aantal)	Verkeer en vervoer/Motorvoertuigen/Motorfietsen. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Voertuigen met bromfietskenteken (aantal)	Verkeer en vervoer/Motorvoertuigen/Voertuigen met bromfietskenteken (%) (per 1 000 inwoners)	Verkeer en vervoer/Lengte van wegen/Totale weglengte (kilometer)	Verkeer en vervoer/Lengte van wegen/Gemeentelijke en waterschapswegen (kilometer)	Verkeer en vervoer/Lengte van wegen/Provinciale wegen (kilometer)	Verkeer en vervoer/Lengte van wegen/Rijkswegen (kilometer)	Nabijheid voorzieningen/Gezondheid/Afstand tot huisartsenpraktijk (km)	Nabijheid voorzieningen/Gezondheid/Aantal huisartsenpraktijken binnen 3 km (aantal)	Nabijheid voorzieningen/Gezondheid/Afstand tot huisartsenpost (km)	Nabijheid voorzieningen/Gezondheid/Afstand tot ziekenhuis (km)	Nabijheid voorzieningen/Gezondheid/Aantal ziekenhuizen binnen 20 km (aantal)	Nabijheid voorzieningen/Kinderopvang/Afstand tot kinderdagverblijf (km)	Nabijheid voorzieningen/Kinderopvang/Aantal kinderdagverblijven binnen 3 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school basisonderwijs (km)	Nabijheid voorzieningen/Onderwijs/Aantal basisonderwijsscholen binnen 3 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school vmbo (km)	Nabijheid voorzieningen/Onderwijs/Aantal scholen vmbo binnen 5 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school havo/vwo (km)	Nabijheid voorzieningen/Onderwijs/Aantal scholen havo/vwo binnen 5 km (aantal)	Nabijheid voorzieningen/Detailhandel/Afstand tot grote supermarkt (km)	Nabijheid voorzieningen/Detailhandel/Aantal grote supermarkten binnen 3 km (aantal)	Nabijheid voorzieningen/Horeca/Afstand tot restaurant (km)	Nabijheid voorzieningen/Horeca/Aantal restaurants binnen 3 km (aantal)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot bibliotheek (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot bioscoop (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Aantal bioscopen binnen 10 km (aantal)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot zwembad (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot sportterrein (km)	Nabijheid voorzieningen/Groenvoorzieningen/Afstand tot openbaar groen (km)	Nabijheid voorzieningen/Verkeer en vervoer/Afstand tot oprit hoofdverkeersweg (km)	Nabijheid voorzieningen/Verkeer en vervoer/Afstand tot treinstation (km)	Milieu en bodemgebruik/Afval van huishoudens/Totaal huishoudelijk afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Huishoudelijk restafval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Grof huishoudelijk restafval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Gft-afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Oud papier en karton (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Verpakkingsglas (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Textiel (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Klein chemisch afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Overig huishoudelijk afval (1 000 kg)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Totale oppervlakte (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Land (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Water totaal (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Binnenwater (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Buitenwater (km²)	Milieu en bodemgebruik/Bodemgebruik/Omgevingsadressendichtheid (per km²)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Verkeersterrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Bebouwd terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Semi-bebouwd terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Recreatieterrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Agrarisch terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Bos en open natuurlijk terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Verkeersterrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Bebouwd terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Semi-bebouwd terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Recreatieterrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Agrarisch terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Bos en open natuurlijk terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Verkeersterrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Bebouwd terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Semi-bebouwd terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Recreatieterrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Agrarisch terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Bos en open natuurlijk terrein (ha / 1 000 inwoners)
2007	Schinnen	6863	510	6650	494	792	608	45	668	50	132	125	4	3	0.8	5.2	7.5	6.5	4.1	1.7	1.6	0.7	6.5	3	2.2	3	1.8					1.6						1.3	2.7	6712	1716	920	859	1141	294	33	25	1724	24.13	24.08	0.05	0.05	0	421																		
2008	Schinnen	7033	524	6790	506	819	603	45	708	53	132	125	4	3	0.8	5.1	7.5	6.5	4.1			0.7	6.7	2.9	2.3	2.9	1.3	1	5.1	0.8	13.2	1.6	6.4	3.1	4.9	0.8	0.6	1.4	2.7	6771	1777	914	853	1131	333	63	17	1683	24.13	24.08	0.05	0.05	0	423	100	328	50	76	1688	166	4.1	13.6	2.1	3.1	70.1	6.9	7	24	4	6	126	12
2009	Schinnen	7125	529	6872	510	837	614	46	752	56	132	125	4	3	0.8	5.1		6.5	4.1	1.6	1.6	0.7	6.7	3.7	1.5	2.9	1.3	1	5.1	0.8	13.2	2.2	6.4	3.1	4.9			1.3	2.7	6981	1715	1000	863	1144	363	64	20	1812	24.13	24.08	0.05	0.05	0	425																		
2010	Schinnen	7203	534	6957	516	830	628	47	826	61	132	125	4	3	0.8	5		6.3	4.1	1.8	1.5	0.7	6.6	3.7	1.5	2.9	1.3	1	4.4	0.8	13		6.4	2.6	4.9	0.8	0.5	1.3	2.7	6534	1612	860	781	1073	221	63	28		24.13	24.08	0.05	0.05	0	437	99	330	50	75	1671	182	4.1	13.7	2.1	3.1	69.4	7.5	7	24	4	6	124	13
2007	Schipluiden																																																																							
2008	Schipluiden																																																																							
2009	Schipluiden																																																																							
2010	Schipluiden																																																																							
2007	Schoonebeek																																																																							
2008	Schoonebeek																																																																							
2009	Schoonebeek																																																																							
2010	Schoonebeek																																																																							
2007	Schoonhoven	4763	391	4485	368	637	455	37	349	29	57	50	7	0	0.8	3.1	15.6	15	3	0.7	2	0.6	5.2	1	3	1	2					1						0.5	12.9	6458	2818	534	978	1001	304	69	19	736	6.96	6.31	0.65	0.65	0	1072																		
2008	Schoonhoven	4832	398	4567	376	620	461	38	357	29	57	50	7	0	0.8	3.1	15.5	14.9	3			0.6	5.2	0.9	3	0.9	2	0.5	4	0.6	12	1	14.7	0	5.7	0.4	0.8	0.5	12.9	6432	2785	421	925	1064	356	73	18		6.96	6.31	0.65	0.65	0	1076	24	179	3	30	382	8	3.9	28.6	0.5	4.8	60.9	1.2	2	15	0	3	32	1
2009	Schoonhoven	4849	404	4568	381	604	495	41	383	32	56	49	7	0	0.8	3.1		14.9	3	0.7	2	0.6	5.2	0.9	3	0.9	2	0.5	4	0.6	12	1	14.7	0	5.7			0.5	12.9	5969	2782	341	929	960	286	71	14		6.96	6.27	0.69	0.69	0	1081																		
2010	Schoonhoven	4884	408	4610	385	598	493	41	403	34	56	49	7	0	0.8	3.1		14.9	3	0.7	2.1	0.6	5.2	0.9	3	0.9	2	0.5	4.3	0.8	11		14.7	0	5.7	0.4	0.8	0.5	12.9	5966	2607	352	955	925	362	66	14		6.96	6.27	0.69	0.69	0	1082	22	178	5	29	384	10	3.4	28.3	0.9	4.6	61.2	1.6	2	15	0	2	32	1
2007	Schoorl																																																																							
2008	Schoorl																																																																							
2009	Schoorl																																																																							
2010	Schoorl																																																																							
2007	Schouwen-Duiveland	16112	472	15258	447	3110	1535	45	2214	65	775	671	55	49	1.3	1.7	8.2	8.2	1.1	2.8	1.2	0.8	3.2	8.4	0.3	8.4	0.3					3.9						1.1	26.9		9524	1581	5735	2686	834	68			488.94	231.08	257.87	70.53	187.33	451																		
2008	Schouwen-Duiveland	16396	482	15519	457	3142	1569	46	2333	69	776	674	52	50	1.3	1.7	8.2	8.2	1.1			0.8	3.2	8.4	0.3	8.4	0.3	1.3	2.4	1.1	11.2	3.9	35.7	0	6.7	1.1	0.6	1.1	26.8	27713	9308	2248	5762	2885	812	147	47		488.94	231.08	257.87	70.53	187.33	460	937	994	423	1067	15881	3709	4.1	4.3	1.8	4.6	69	16.1	28	29	12	31	467	109
2009	Schouwen-Duiveland	16732	493	15834	467	3143	1606	47	2470	73	774	674	50	50	1.3	1.7		8.2	1.1	2.7	2.7	0.8	3.2	8.4	0.3	8.4	0.3	1.3	2.4	1.1	11.2	3.9	26.8	0	6.7			1.1	26.8	28432	9411	2339	5631	2705	838	89	50		488.94	231.08	257.87	70.54	187.33	471																		
2010	Schouwen-Duiveland	17058	500	16185	474	3171	1676	49	2593	76	774	674	50	50	1.3	1.7		8.2	1.1	1.7	3.1	0.8	3.2	8.5	0.3	8.5	0.3	1.3	2.3	1.1	11.1		26.8	0	6.7	0.9	0.6	1.1	26.8	26489	8852	2011	5349	2707	983	84	39	6464	488.94	231.08	257.87	70.54	187.33	482	867	1016	371	1088	15833	3854	3.8	4.4	1.6	4.7	68.7	16.7	25	30	11	32	464	113
2007	Sevenum	3565	468	3457	453	653	338	44	461	60	132	124	8	0	1	2	12.7	13	2	1.4	1.6	0.9	3.1	3.2	0.9	7.1	0					1.4						1.3	2.8	3830	950	117	443	685	277	79	13	1266	48.66	48.02	0.64	0.64	0	410																		
2008	Sevenum	3645	476	3534	462	666	363	47	484	63	133	124	8	0	1	2	12.7	13.1	2			0.9	3.1	3.2	0.9	7.1	0	1.3	2.5	1	2.1	1.4	11.3	0.1	10.6	0.8	1.5	1.3	2.8	4144	886	276	424	666	262	74	11		48.66	48.02	0.64	0.64	0	413	109	166	13	164	3407	944	2.3	3.5	0.3	3.4	70.9	19.7	14	22	2	21	445	123
2009	Sevenum	3738	486	3602	468	657	361	47	518	67	134	126	8	0	1	2		13.2	2	1.4	1.7	0.9	3.1	3.2	0.9	7.1	0	1.3	2.5	1	2.1	1.3	11.3	0.1	10.6			1.3	2.8	3536	882	185	406	630	253	66	10		48.66	48.05	0.61	0.61	0	416																		
2010	Sevenum																																																																							
2007	Simpelveld	5741	507	5497	486	510	493	44	513	45	99	96	3	0	0.8	1.5	6.9	6.9	3	0.8	1.2	0.8	1.3	4.1	1.3	6.1	0.3					1.9						1.9	8.2	6470	2158	327	1608	933	238	55	17	1135	16.03	16.03	0	0	0	564																		
2008	Simpelveld	5824	520	5570	497	514	489	44	568	51	99	96	3	0	0.8	1.5	6.9	6.9	3			0.8	1.3	4	1.4	5.9	0.4	0.8	1.6	0.6	10	1.9	8.9	2.3	8.5	1	0.8	1.9	8.2	5784	1708	333	1195	972	258	68	14	1236	16.03	16.03	0	0	0	565	81	236	5	49	1199	34	5	14.7	0.3	3.1	74.8	2.1	7	21	0	4	107	3
2009	Simpelveld	5924	534	5609	506	530	488	44	573	52	100	97	3	0	0.8	1.5		6.9	3	0.8	1.2	0.8	1.3	4.1	1.4	7.7	0	0.8	1.6	0.6	10	1.9	8.9	2.3	8.5			1.9	8.2	5796	1714	354	1117	934	261	65	14	1337	16.03	16.03	0	0	0	568																		
2010	Simpelveld	5957	542	5653	514	538	498	45	597	54	100	97	3	0	0.8	1.5		6.9	3	0.8	1.2	0.8	1.3	4	1.4	7.7	0	0.8	1.6	0.6	8.5		8.9	1.7	8.5	1	0.6	1.9	8.2	5434	1735	328	963	859	251	62	13	1223	16.03	16.03	0	0	0	570	81	241	3	51	1193	35	5	15	0.2	3.2	74.4	2.2	7	22	0	5	109	3
2007	Sint Anthonis	5435	462	5280	449	1113	577	49	470	40	261	238	23	0	1.6	1.6	9.5	9.5	1.8	1.3	1.2	1	1.9	4.5	0.7	5.7	0.6					2.1						1.1	8	8007	911	283	2078	1091	314	45	13	3272	99.81	99.32	0.49	0.49	0	237																		
2008	Sint Anthonis	5565	472	5406	459	1106	592	50	482	41	261	238	23	0	1.6	1.7	9.5	9.5	1.8			1	1.9	4.5	0.7	5.7	0.6	1.5	2	1.4	3.3	2.1	14.6	0	6.8	1.2	1	1.1	8	7809	888	295	2033	1112	318		13	2988	99.81	99.32	0.49	0.49	0	242	231	303	20	140	7798	1441	2.3	3.1	0.2	1.4	78.5	14.5	20	26	2	12	661	122
2009	Sint Anthonis	5700	484	5561	472	1101	624	53	527	45	261	239	23	0	1.6	1.7		9.5	1.8	1.3	1.2	1	1.9	4.5	0.7	5.7	0.6	1.5	1.8	1.4	3.6	2.3	14.6	0	6.8			1.1	8	7551	760	270	2043	1114	322	34	16	2992	99.81	99.32	0.49	0.49	0	243																		
2010	Sint Anthonis	5853	494	5706	482	1123	662	56	595	50	261	239	23	0	1.6	1.6		9.5	1.8	1.3	1.2	1	1.9	4.5	0.7	5.7	0.6	1.6	1.8	1.4	3.8		14.6	0	6.8	1.1	0.9	1.1	8	7453	682	278	1955	1040	323	31	19	3125	99.81	99.32	0.49	0.49	0	248	228	310	16	142	7788	1448	2.3	3.1	0.2	1.4	78.4	14.6	19	26	1	12	658	122
2007	Sint-Michielsgestel	13346	478	12646	453	2338	1219	44	1345	48	294	284	9	0	0.9	2	7	7.8	4.5	1.2	2.4	0.7	3.9	3.7	1	3.2	1.6					1.9						1.6	6.1	12481	4434	416	1122	2348	693	171	43		59.89	58.96	0.94	0.94	0	531																		
2008	Sint-Michielsgestel	13590	484	12858	458	2389	1244	44	1440	51	294	284	9	0	0.9	2	7	7.8	4.5			0.7	3.9	3.7	1	3.2	1.6	1.2	2.3	1.1	5	1.9	6.9	3.7	6.1	1.1	0.8	1.6	6.1	12711	4508	676	1052	2506	667	206	24		59.89	58.96	0.94	0.94	0	541	209	598	23	127	4518	419	3.6	10.1	0.4	2.2	76.6	7.1	7	21	1	5	161	15
2009	Sint-Michielsgestel	13876	491	13146	465	2398	1280	45	1501	53	294	284	9	0	0.9	2		7.8	4.5	1.2	2.3	0.7	3.9	3.8	1	3.2	1.5	1.2	2.3	1.1	5	1.9	6.9	3.7	6.1			1.6	6.1	12677	4080	741	1049	2385	668	175	39		59.89	58.96	0.94	0.94	0	549																		
2010	Sint-Michielsgestel	14042	499	13294	472	2399	1305	46	1643	58	294	284	9	0	0.9	2		7.8	4.5	1.1	2.4	0.7	3.9	3.8	1	3.2	1.5	1.2	2.3	1.1	5		6.9	3.7	6.1	1.1	0.7	1.7	6	13740	3601	1449	1023	2188	670	180	33		59.89	58.96	0.94	0.94	0	555	212	588	37	128	4511	418	3.6	10	0.6	2.2	76.5	7.1	8	21	1	5	160	15
2007	Sint-Oedenrode	8386	488	7748	451	1612	802	47	1057	62	302	291	3	8	1.5	3	10.2	10.2	5.1	1.4	1.9	0.8	4.3	2.3	1	7.1	0					2						2.1	9.8	8378	2291	395	750	2006	410	101	41	2385	64.95	64.46	0.49	0.49	0	544																		
2008	Sint-Oedenrode	8635	501	7926	460	1653	819	48	1140	66	303	293	3	8	1.5	3	10.3	10.2	5.1			0.8	4.3	2.3	1	7.1	0	1.2	3.2	1.2	10.3	2	6.7	1.4	2.1	0.7	0.6	2.1	9.8	8755	2501	431	714	1368	454	46	62	3178	64.95	64.46	0.49	0.49	0	560	196	371	20	119	5116	619	3	5.8	0.3	1.8	79.4	9.6	11	22	1	7	297	36
2009	Sint-Oedenrode	8874	509	8166	469	1717	841	48	1187	68	303	292	3	8	1.6	3.8		10.2	5.1	1.1	4.8	0.8	4.3	2.3	1	7.1	0	1.3	2.5	1.2	10.4	2	6.7	1.4	2.1			2.1	9.8	7820	2244	475	704	1330	381	45	33	2607	64.95	64.41	0.54	0.54	0	594																		
2010	Sint-Oedenrode	9163	518	8512	481	1691	873	49	1232	70	303	292	3	8	1.6	3.8		10.2	5.1	1.1	4.8	0.8	4.3	2.3	1	7.1	0	1.2	3.3	1.2	10.4		6.7	1.4	2.1	0.6	0.6	2.1	9.7	7880	2551	334	688	1368	395	92	54	2398	64.95	64.41	0.54	0.54	0	643	193	389	24	118	5098	621	3	6	0.4	1.8	79.1	9.6	11	22	1	7	288	35
2007	Sittard																																																																							
2008	Sittard																																																																							
2009	Sittard																																																																							
2010	Sittard																																																																							
2007	Sittard-Geleen	45411	472	42820	445	5689	3622	38	4247	44	645	586	20	39	0.7	7.7	3.8	3.8	2.9	1.1	3.6	0.5	9.5	1.9	2	3.1	2.4					1.9						1.8	2.5	42867	14709	3258	5025	8255	2262	599	172	8587	80.62	79.05	1.58	1.58	0	1282																		
2008	Sittard-Geleen	45860	479	43181	451	5811	3678	38	4639	48	649	586	24	39	0.7	7.4	3.8	3.8	2.9			0.6	9.4	1.9	2	3.1	2.5	0.8	7.8	0.7	29	1.9	3.9	1	3.5	0.7	0.6	1.8	2.5	41370	13995	3305	4465	8372	1923	677	133	8500	80.62	79.05	1.58	1.58	0	1299	511	3180	133	423	3282	376	6.5	40.2	1.7	5.3	41.5	4.8	5	33	1	4	34	4
2009	Sittard-Geleen	46415	487	43587	457	5948	3753	39	5055	53	653	590	24	39	0.7	7.3		3.8	2.9	1.1	3.7	0.6	9.3	1.9	2	3.1	2.5	0.8	7.8	0.8	29.4	1.6	3.9	1	3.5			1.8	2.5	41765	14724	2112	4958	8105	2177	618	160	8911	80.62	79.05	1.58	1.58	0	1292																		
2010	Sittard-Geleen	46986	493	44038	462	5937	3838	40	5477	58	655	592	25	39	0.7	7.3		4.7	2.9	1.1	4.6	0.6	9.4	1.9	2	3.1	2.5	0.8	7.8	0.8	28.5		3.8	1	3.4	0.6	0.5	1.8	2.5	40974	12562	2410	4415	7871	2620	632	129	10335	80.62	79.05	1.58	1.58	0	1315	507	3200	109	421	3273	393	6.4	40.5	1.4	5.3	41.4	5	5	34	1	4	34	4
2007	Skarsterlân	12100	447	11683	432	2385	1243	46	959	35	459	389	30	39	1.6	2.5	10.9	10.1	1.8	3.4	1	0.8	4.9	4.1	1.3	4.1	0.7					2.5						2	9.9	20426	4481	588	4736	2892	623	119	39	6948	216.89	186	30.89	30.89	0	563																		
2008	Skarsterlân	12407	458	11918	440	2433	1278	47	949	35	462	391	30	40	1.6	2.5	10.9	10.1	1.8			0.8	5	4.1	1.4	4.1	0.7	1.3	2.9	1.1	7.9	2.5	10.8	0.3	4	0.9	0.9	2	9.9	19788	4538	620	4645	2920	616	150	48	6251	216.89	186	30.89	30.89	0	564	567	811	242	301	15671	933	3.1	4.4	1.3	1.6	84.6	5	21	30	9	11	578	34
2009	Skarsterlân	12626	465	12116	446	2512	1322	49	1030	38	464	393	30	40	1.6	2.5		10.1	1.8	3.2	1.5	0.8	4.9	4.1	1.3	4.1	0.7	1.4	2.9	1.1	7.8	2.5	10.8	0.3	4			2	9.9	19516	4633	650	4720	2679	631	122	50		216.89	185.27	31.62	31.62	0	566																		
2010	Skarsterlân	12871	472	12369	453	2537	1380	51	1123	41	464	394	30	40	1.6	2.4		10.2	1.8	2.2	2.6	0.8	5	4	1.4	4.1	0.7	1.3	2.9	1.1	7.9		10.8	0.3	4	0.9	0.8	2	9.9	18868	4453	601	4639	2670	633	86	48		216.89	185.27	31.62	31.62	0	568	581	826	242	302	15618	947	3.1	4.5	1.3	1.6	84.4	5.1	21	30	9	11	572	35
2007	Sleen																																																																							
2008	Sleen																																																																							
2009	Sleen																																																																							
2010	Sleen																																																																							
2007	Sliedrecht	9820	413	8691	366	1393	556	23	907	38	93	84	2	7	0.7	7.4	10.7	1.4	5.1	0.9	3.1	0.7	6.1	1.2	2.8	3.8	1.8					1.3						1.6	1.9	14794	5829	1376	1719	1619	407	75	40	3729	14	12.77	1.23	1.23	0	1518																		
2008	Sliedrecht	9994	421	8810	371	1414	693	29	1014	43	95	86	2	7	0.7	7.4	10.7	1.4	5.1			0.7	6.1	1.2	2.8	3.8	1.7	0.7	5	0.8	10.3	1.3	10.7	0.2	2.2	1	0.3	1.6	1.9	14471	5545	1345	1623	1616	459	71	35	3777	14	12.77	1.23	1.23	0	1535	79	438	37	61	661	6	6.1	34.1	2.9	4.8	51.6	0.5	3	18	2	3	28	0
2009	Sliedrecht	10180	426	8984	376	1483	639	27	1082	45	95	86	2	7	0.7	7.4		1.4	5.2	1	2.1	0.7	6.1	1.2	2.8	3.8	1.7	0.7	5.1	0.8	10.3	1.3	10.6	0.3	2.2			1.6	1.9	13705	5395	1135	1611	1426	448	77	37	3576	14	12.81	1.2	1.2	0	1544																		
2010	Sliedrecht	10323	429	9074	377	1492	641	27	1132	47	95	86	2	7	0.7	7.4		1.4	5.2	1	2.1	0.7	6.1	1.2	2.8	3.9	1.7	0.6	5.1	0.8	10.3		10.6	0.3	2.2	0.9	0.3	1.6	1.9	12850	4585	1094	2103	1363	384	67	40	3213	14	12.81	1.2	1.2	0	1584	82	432	48	63	655	2	6.4	33.7	3.8	4.9	51.1	0.2	3	18	2	3	27	0
2007	Slochteren	7395	487	7249	477	1547	1046	69	719	47	333	274	34	25	1.9	1.4	8.9	13.3	2.7	3.3	0.5	0.9	2.8	4.9	0.8	8.5	0.2					1.7						1.9	7.8	9555	4110	492	2444	1142	183	57	17	1110	158.84	151.62	7.22	7.22	0	188																		
2008	Slochteren	7750	498	7598	488	1567	1060	68	777	50	333	274	34	25	1.8	1.5	8.9	13.3	2.8			0.9	2.8	4.9	0.7	8.5	0.2	1.9	0.9	1.5	2.3	1.7	10.4	0.8	5.7	1.2	0.8	2	7.8	9682	4132	517	2400	1194	241	56	21	1121	158.84	151.62	7.22	7.22	0	201	428	459	118	124	12781	1189	2.8	3	0.8	0.8	84.6	7.9	28	29	8	8	821	76
2009	Slochteren	7871	505	7708	494	1577	1092	70	871	56	333	276	33	25	1.7	1.4		13.2	2.8	3.2	0.5	0.9	2.8	4.9	0.7	8.5	0.2	1.9	0.9	1.4	2.3	2	10.4	0.8	8.7			2	7.8	9580	4091	543	2415	1079	138	51	22	1241	158.84	151.1	7.74	7.74	0	203																		
2010	Slochteren	8046	517	7881	507	1534	1139	73	934	60	336	279	32	25	1.7	1.4		13.4	2.1	2.1	0.8	0.9	2.8	4.9	0.7	8.5	0.2	1.9	0.9	1.4	2.3		10.4	0.8	8.6	1.4	0.6	2.1	7.8	9457	4087	509	2258	1122	161	54	20		158.84	151.1	7.74	7.74	0	207	432	470	234	120	12715	1084	2.9	3.1	1.6	0.8	84.5	7.2	28	30	15	8	817	70
2007	Sluis	12109	498	11670	480	1943	901	37	1275	52	838	746	82	10	1.9	1	7.8	7.8	1.1	2.8	0.8	0.8	2	7.6	0.2	7.6	0.2					2.6						1.2	49.4	23471	7962	1609	3749	2408	737	121	51	6834	307.01	280.2	26.81	2.77	24.04	335																		
2008	Sluis	12329	509	11835	488	1961	940	39	1347	56	837	778	49	10	1.9	1	7.8	7.8	1.1			0.8	2	7.6	0.2	7.6	0.2	1.2	1.7	1	10.2	2.6	27.8	0	28.4	1.3	1	1.2	49.4	23268	7952	1464	3777	2317	723	108	51	6876	307.01	280.2	26.81	2.77	24.04	339	848	735	209	604	24936	633	3	2.6	0.7	2.2	89.2	2.3	35	30	9	25	1029	26
2009	Sluis	12609	522	12071	500	1980	984	41	1414	59	836	776	50	10	1.9	1		7.8	1.1	1.9	1.3	0.8	2	7.6	0.2	7.6	0.2	1.2	1.7	1	10.3	2.6	27.8	0	28.4			1.2	49.4	23191	7719	1420	3718	2289	699	104	45	7197	307.01	279.79	27.22	3.11	24.11	344																		
2010	Sluis	12729	528	12193	506	1996	1009	42	1513	63	844	782	50	11	2	0.8		7.9	1.1	1.5	1.9	0.8	1.9	7.7	0.2	7.7	0.2	1.2	1.7	1	10.3		27.7	0	28.6	1.2	0.7	1.2	49.5	22507	7463	1415	3422	2274	700	96	47	7090	307.01	279.79	27.22	3.11	24.11	344	831	738	265	621	24867	642	3	2.6	0.9	2.2	88.9	2.3	34	31	11	26	1032	27
2007	Sluis-Aardenburg																																																																							
2008	Sluis-Aardenburg																																																																							
2009	Sluis-Aardenburg																																																																							
2010	Sluis-Aardenburg																																																																							
2007	Smallingerland	25138	457	22158	403	4256	1841	33	1878	34	475	432	9	34	0.9	9.3	3.8	3.8	1.1	2	2.9	0.7	9.2	2.2	2.4	2.3	2.4					2.2						2.3	18.2	33882	11369	1075	7000	4310	1018	220	100		126.15	118.46	7.69	7.69	0	1127																		
2008	Smallingerland	26049	474	22675	413	4664	1903	35	2049	37	489	446	9	34	0.9	7	3.8	3.8	1.1			0.7	9.2	2.2	2.4	2.2	2.4	1.1	7.6	1.2	18.9	2.2	3.3	1	3.1	0.9	0.5	2.3	18.2	33400	11200	1544	7000	4220	1122	220	98	7996	126.15	118.46	7.69	7.69	0	1129	375	1480	222	278	8874	592	3.2	12.5	1.9	2.4	75.1	5	7	27	4	5	161	11
2009	Smallingerland	26764	485	23100	418	4855	1980	36	2203	40	492	449	9	34	0.9	7		3.8	1.1	1.8	3.3	0.7	9.2	2.2	2.4	2.3	2.4	1.1	8.6	1.1	18.1	2.4	3.3	1	3.1			2.3	18.2	33886	11769	924	7867	4120	1019	230	91	7866	126.15	118.28	7.86	7.86	0	1141																		
2010	Smallingerland	27134	491	23533	426	4867	2029	37	2375	43	492	449	9	34	0.9	7		3.8	1.1	1.5	3.1	0.7	9.2	2.2	2.4	2.2	2.4	1.1	8.6	1	20.7		3.3	1	3.1	0.9	0.5	2.3	18.1	32930	10355	928	8072	4016	1178	225	106	8050	126.15	118.28	7.86	7.86	0	1149	379	1511	204	268	8825	580	3.2	12.8	1.7	2.3	75	4.9	7	27	4	5	160	10
2007	Smilde																																																																							
2008	Smilde																																																																							
2009	Smilde																																																																							
2010	Smilde																																																																							
2007	Sneek	13426	406	12096	365	2538	917	28	1107	33	215	203	5	7	1.3	6.3	2.4	2.4	1	0.9	8.5	0.8	9.1	1.8	3	1.8	2					1.7						1.1	1.5	20625	8122	988	3317	3429	709	174	44	3841	34.04	30.1	3.94	3.94	0	1443																		
