gemeente,gemeente,0
Den Helder,Hellevoetsluis,0.9936709981767399
Roerdalen,Zederik,0.9936698064512521
Menterwolde,Zaltbommel,0.9936695590111378
Werkendam,Woerden,0.9936682646058067
Drimmelen,Oldambt,0.9936677145177902
Werkendam,Zeevang,0.9936652125610291
Haarlemmerliede en Spaarnwoude,Loenen,0.9936634693982752
Hellevoetsluis,Leeuwarden,0.993662958919732
Hulst,Strijen,0.9936611878214393
Bunnik,Westerveld,0.9936598512471874
Ferwerderadiel,Zaltbommel,0.993658832045658
Giessenlanden,Goes,0.9936568108961471
Culemborg,Rheden,0.9936560997540055
Delft,Schiedam,0.9936554233429665
Achtkarspelen,Nijkerk,0.9936534770191859
Goedereede,Nederlek,0.9936485394302665
Nieuwkoop,Noordwijkerhout,0.9936479623961062
Abcoude,Noord-Beveland,0.9936462631111135
Elburg,Stadskanaal,0.9936445849531909
Overbetuwe,Rucphen,0.9936430658268964
Binnenmaas,Tholen,0.993639037896935
Langedijk,Waalre,0.9936379394091002
Hellevoetsluis,Maarssen,0.9936339614165532
Noordoostpolder,Oude IJsselstreek,0.993633883076271
Graafstroom,Haarlemmerliede en Spaarnwoude,0.993633546630805
Loppersum,Rijnwoude,0.9936308600858252
Haarlemmerliede en Spaarnwoude,Noord-Beveland,0.9936296606422071
Andijk,De Marne,0.993629458257427
Dalfsen,Ooststellingwerf,0.9936286011427251
Drimmelen,Haaksbergen,0.9936282243475247
Aalburg,Landsmeer,0.9936267919333659
Bunnik,Ten Boer,0.993621012996892
Beemster,Kampen,0.9936209179193615
Eemsmond,Opmeer,0.9936185356099065
Elburg,Utrechtse Heuvelrug,0.9936164135864788
De Ronde Venen,Graft-De Rijp,0.993616398411838
Borsele,Buren,0.993615129079302
Haarlemmermeer,Zwolle,0.993613726281527
Lemsterland,Rijnwaarden,0.9936116352034264
Noordenveld,Zederik,0.9936109920775411
Buren,Schermer,0.993608966870562
Bedum,Olst-Wijhe,0.9936074010712316
Schouwen-Duiveland,Wieringen,0.9936066722912359
Hulst,Zeevang,0.9936066171437765
Hoogeveen,Oudewater,0.993605739798658
Wijchen,Zuidplas,0.9936043559334247
Culemborg,Tiel,0.9936028652713877
Noordenveld,Smallingerland,0.9936013459051916
Den Helder,Sittard-Geleen,0.9935997887936341
Buren,Coevorden,0.9935997654082186
Schouwen-Duiveland,Ubbergen,0.9935953137345065
Dalfsen,Hellendoorn,0.9935933300514594
Liesveld,Ten Boer,0.9935914362459142
Abcoude,Midden-Delfland,0.9935874666703205
Schouwen-Duiveland,Wormerland,0.9935839492199894
Baarn,Edam-Volendam,0.9935817378985128
Hoogezand-Sappemeer,Zevenaar,0.9935813324091125
Oostflakkee,Wieringen,0.9935812330702615
Dongeradeel,Rijnwoude,0.9935772384799345
Oostflakkee,Voerendaal,0.9935751981081807
Westvoorne,Zuidplas,0.9935749769368378
Maasgouw,Schinnen,0.9935740438634566
Kampen,Terschelling,0.9935683712726481
Bunnik,Winterswijk,0.9935678493173954
Geldermalsen,Noordoostpolder,0.9935672114006431
Culemborg,Waalwijk,0.9935665374396256
Bunnik,Menaldumadeel,0.9935663781280875
Lingewaard,Roosendaal,0.9935662869866393
Hellendoorn,Olst-Wijhe,0.993564203334784
Dongeradeel,Gulpen-Wittem,0.9935630860683657
Muiden,Zuidplas,0.993561958521961
Loenen,Wieringen,0.993560092587896
Leeuwarderadeel,Ommen,0.9935589728702154
Abcoude,Eemnes,0.9935585384445894
Anna Paulowna,Noord-Beveland,0.9935576689598993
Abcoude,Brummen,0.9935569019699523
Abcoude,Strijen,0.9935548560752938
Nieuwegein,Purmerend,0.9935536773552911
De Bilt,Waalwijk,0.9935533075294117
De Ronde Venen,Margraten,0.9935502675947477
Heeze-Leende,Putten,0.9935491951482973
Rucphen,Wierden,0.9935486784809732
Nieuwkoop,Noord-Beveland,0.9935439572073261
Hilversum,Zoetermeer,0.9935435888297762
Ouderkerk,Zuidhorn,0.993543395677638
Goedereede,Zuidhorn,0.9935431466804923
Borger-Odoorn,Dalfsen,0.9935418402678164
Texel,Ubbergen,0.993540486240719
Landsmeer,Montfoort,0.993540319780818
Dongen,Stede Broec,0.9935391415106872
Anna Paulowna,Voorst,0.993537078099931
Oostflakkee,Wormerland,0.9935310175304081
Culemborg,Hardinxveld-Giessendam,0.9935308826427088
Bodegraven,Roerdalen,0.9935300574701
Oostflakkee,Ubbergen,0.9935281382656657
Bodegraven,Oude IJsselstreek,0.9935269033161747
Geertruidenberg,Woudenberg,0.993526028643344
Oostflakkee,Schermer,0.9935240094455992
Meppel,Muiden,0.9935185038400312
Opmeer,Winsum,0.9935174767193398
Dinkelland,Geldermalsen,0.9935162943604056
Dantumadiel,Hoogeveen,0.9935130362037314
Oostflakkee,Steenwijkerland,0.9935123044250282
Losser,Schermer,0.9935118942788913
Dongen,Wijchen,0.9935091577845061
Nuth,Werkendam,0.9935029310783152
Schiermonnikoog,Schouwen-Duiveland,0.9935009880232444
Goes,Schouwen-Duiveland,0.9934992507608927
Gorinchem,Noordwijk,0.9934980860523426
Eersel,Veghel,0.9934952648955266
Roerdalen,Steenbergen,0.9934952408912048
Boskoop,De Bilt,0.9934910607359669
Bernisse,Littenseradiel,0.9934883059872546
Vaals,Wormerland,0.9934870239514074
Harenkarspel,Middelharnis,0.9934859829804897
Borsele,Graafstroom,0.9934858204155907
Tytsjerksteradiel,Woudrichem,0.9934855306752058
Binnenmaas,Winterswijk,0.9934839794933376
Geldermalsen,Wymbritseradiel,0.9934835469408934
Bodegraven,Voorst,0.9934830917824988
Sluis,Vlist,0.9934809717047838
Harenkarspel,Lemsterland,0.9934787441673296
Haarlemmerliede en Spaarnwoude,Vaals,0.9934784886106929
Maasdriel,Moerdijk,0.9934765521413284
Opmeer,Wijk bij Duurstede,0.9934758101466012
Berkelland,Lopik,0.9934752800430549
Abcoude,Lopik,0.9934736837434461
Smallingerland,Tytsjerksteradiel,0.9934718228769339
Dirksland,Voerendaal,0.9934715007808836
Schinnen,Westvoorne,0.9934692886056105
Nieuwkoop,Wymbritseradiel,0.9934686796659781
Binnenmaas,Middelharnis,0.9934666687128102
Heemskerk,Maastricht,0.993465974663571
Brielle,Landsmeer,0.9934607635245407
Arnhem,Zaanstad,0.9934587729351491
Barneveld,Neder-Betuwe,0.9934533697588287
Boskoop,Meerssen,0.9934525611905984
Echt-Susteren,Ooststellingwerf,0.9934513399617577
Delfzijl,Ommen,0.9934511951671616
Margraten,Woerden,0.9934477972758597
Dalfsen,Steenbergen,0.9934468827052284
Ferwerderadiel,Midden-Drenthe,0.993444689743421
Koggenland,Ten Boer,0.9934446359042715
Lopik,Westerveld,0.9934431312758305
Langedijk,Teylingen,0.9934402352042486
Ubbergen,Vaals,0.9934378772589029
Papendrecht,Veenendaal,0.9934378466182171
Binnenmaas,Losser,0.9934377134166403
Leeuwarderadeel,Midden-Drenthe,0.9934363492963684
Niedorp,Staphorst,0.9934345064577803
Wervershoof,Wymbritseradiel,0.9934326832524161
Harenkarspel,Schouwen-Duiveland,0.9934319571969739
Bunschoten,Montfoort,0.993430860403116
Middelharnis,Westvoorne,0.9934294662721992
Boarnsterhim,Lopik,0.9934245044570307
Hilvarenbeek,Ommen,0.9934244431451149
Dronten,Rijnwoude,0.9934242244524335
Culemborg,Stede Broec,0.993423118513651
Dongeradeel,Oude IJsselstreek,0.99342246258742
De Bilt,Stede Broec,0.9934212880285342
Boarnsterhim,Bunnik,0.9934199034420595
Kampen,Texel,0.9934197177154367
Rucphen,Zundert,0.9934135954633283
Ameland,Hulst,0.9934106684082363
Aalburg,Ten Boer,0.9934084019984102
Koggenland,Nuth,0.9934072016042494
Eijsden,Vaals,0.9934065662978946
Tiel,Vught,0.9934055807023398
Nieuwegein,Oegstgeest,0.9934055407797024
Son en Breugel,Venray,0.9934051868937352
Dantumadiel,Rijnwoude,0.9934049406955119
Emmen,Ooststellingwerf,0.9934035306490618
Margraten,Steenwijkerland,0.9934001937139068
Noordwijkerhout,Rijnwaarden,0.9933969809028309
Menaldumadeel,Niedorp,0.993396223892652
Goedereede,Valkenburg aan de Geul,0.993395202535994
Bronckhorst,Staphorst,0.9933933089711848
Littenseradiel,Noordoostpolder,0.9933920125570872
Niedorp,Oude IJsselstreek,0.9933919400564307
Hoorn,Huizen,0.9933896136648319
Goes,Marum,0.9933876124126716
Kampen,Sluis,0.9933869368334161
Lemsterland,Wervershoof,0.9933846582511494
Dirksland,Wieringen,0.993380084061537
Lingewaal,Moerdijk,0.993379807055006
Ouderkerk,Schiermonnikoog,0.9933782619394146
Andijk,Westerveld,0.9933718423509096
Beemster,Zeewolde,0.9933685634109074
Bergambacht,Boarnsterhim,0.9933635238266421
Coevorden,Korendijk,0.9933608037862345
Ferwerderadiel,Ooststellingwerf,0.9933549922664856
Oude IJsselstreek,Weststellingwerf,0.9933536814591085
Bodegraven,Kampen,0.9933534435599205
Dinkelland,Loppersum,0.9933528338075417
Halderberge,Wijchen,0.9933526752008796
Boarnsterhim,Graft-De Rijp,0.9933495692091142
Dinkelland,Opmeer,0.9933488235746778
Aa en Hunze,Noordoostpolder,0.9933449722378602
Bodegraven,Lopik,0.9933435585427242
Appingedam,Gilze en Rijen,0.9933404610875869
Dirksland,Wormerland,0.9933390109071052
Beemster,Hulst,0.9933376848896416
Marum,Zederik,0.9933372903403931
Reusel-De Mierden,Sint Anthonis,0.9933339293411558
Margraten,Nuth,0.9933326062502029
Brielle,Castricum,0.9933323035153357
Smallingerland,Tynaarlo,0.9933296956566131
Voerendaal,Winsum,0.9933242214633115
Marum,Terneuzen,0.9933232273001588
Abcoude,Kaag en Braassem,0.9933225050886537
Baarle-Nassau,Maasdonk,0.9933219607834001
Hellendoorn,Hoogeveen,0.993317489598758
Drimmelen,Montferland,0.9933161256411825
Heemstede,Huizen,0.9933155817705074
Oostzaan,Waalwijk,0.9933133561498777
Loppersum,Winterswijk,0.9933089694871134
Aa en Hunze,Drimmelen,0.9933089126122647
Montfoort,Werkendam,0.9933068281750345
Pekela,Zuidhorn,0.9933041108555849
Edam-Volendam,Westland,0.9933030401892718
Abcoude,Pekela,0.9932952653167598
Goes,Rijssen-Holten,0.9932948806007934
Assen,De Bilt,0.9932937876098678
Schermer,Vlagtwedde,0.9932885440884622
Ferwerderadiel,Woensdrecht,0.9932848066902148
Pekela,Schiermonnikoog,0.9932833819822099
Harenkarspel,Loppersum,0.9932815045394575
Dirksland,Ubbergen,0.9932767464033537
Ouderkerk,Valkenburg aan de Geul,0.993275574459516
Dalfsen,Haaren,0.9932744146259981
Bergambacht,Westerveld,0.9932743163980033
De Marne,Graft-De Rijp,0.9932737752454645
Noordoostpolder,Rijnwoude,0.9932737061996655
Lingewaal,Lochem,0.9932699982372714
Asten,Leudal,0.9932682962037194
Echt-Susteren,Harlingen,0.9932680233547238
Leeuwarderadeel,Rucphen,0.9932653401404947
Landsmeer,Terschelling,0.9932650051911804
Andijk,Boarnsterhim,0.9932640059088647
Vaals,Wieringen,0.9932578437193154
Lelystad,Reimerswaal,0.9932536773352021
Abcoude,Andijk,0.9932536407759256
Bergambacht,De Marne,0.9932451483008887
De Ronde Venen,Goedereede,0.9932451276268238
Ferwerderadiel,Slochteren,0.9932439972047832
Dronten,Oudewater,0.9932406977557332
Bernisse,Landsmeer,0.9932390645329907
Noord-Beveland,Wormerland,0.9932381847371748
Dongen,Mook en Middelaar,0.9932362380652437
Katwijk,Sliedrecht,0.9932332237582128
Koggenland,Nederlek,0.9932303847419817
Schinnen,Vianen,0.9932291875595793
Littenseradiel,Strijen,0.9932242188843111
Leeuwarderadeel,Woudrichem,0.9932230953394461
Binnenmaas,Coevorden,0.9932213104035742
Berkelland,Dalfsen,0.9932206991322193
Kapelle,Stadskanaal,0.9932201023169906
Menaldumadeel,Oude IJsselstreek,0.9932199416836033
Abcoude,Voerendaal,0.9932190890678113
Meppel,Ouderkerk,0.9932178151551777
Hulst,Texel,0.9932176277462883
De Marne,Harenkarspel,0.99321519583699
Graafstroom,Wormerland,0.9932139923515655
Bergeijk,Mill en Sint Hubert,0.993212431871923
Dongeradeel,Lemsterland,0.9932117651357881
Beuningen,Elburg,0.993211262396931
Oost Gelre,Tubbergen,0.9932097169933716
Graafstroom,Ubbergen,0.9932096654846845
Nieuwkoop,Onderbanken,0.9932063367478073
Graafstroom,Wieringen,0.9932061706167393
Tholen,Zijpe,0.9932027098132721
Bunnik,Zuidhorn,0.9932020655108158
Noord-Beveland,Wieringen,0.9931971749709871
Baarn,Sittard-Geleen,0.9931961263015038
Borsele,Korendijk,0.993192119196599
Naarden,Renkum,0.993190258495845
Binnenmaas,Roerdalen,0.9931898603672226
Noordenveld,Voorst,0.9931873642863003
Geldermalsen,Steenbergen,0.9931867510675616
Landerd,West Maas en Waal,0.9931840998853999
Graft-De Rijp,Westerveld,0.9931812305763819
Coevorden,Winsum,0.9931799882390661
Reimerswaal,Steenbergen,0.9931794693537893
Gennep,Tubbergen,0.9931771693312401
IJsselstein,Westland,0.9931768801283044
Doesburg,Waalre,0.9931730385094476
Coevorden,Roerdalen,0.9931716024138458
Tholen,Zederik,0.9931698348376616
Haarlemmerliede en Spaarnwoude,Kollumerland en Nieuwkruisland,0.9931683381403263
Loenen,Winterswijk,0.9931669275795961
Nijefurd,Veendam,0.993165959884893
Texel,Zeewolde,0.9931628628058833
Strijen,Tholen,0.9931626014697982
Echt-Susteren,Oudewater,0.9931533825073534
Coevorden,Wymbritseradiel,0.9931514742716011
Ameland,Loenen,0.9931507892326391
Onderbanken,Wervershoof,0.9931491826234919
Abcoude,Zeevang,0.9931474241505117
Woensdrecht,Zevenaar,0.993146793460289
Loenen,Wormerland,0.9931444474238272
Ameland,Voerendaal,0.9931425628244908
Eijsden,Woerden,0.9931396500795366
Drechterland,Goes,0.9931365552153928
Olst-Wijhe,Zederik,0.9931314373651746
Bronckhorst,Veere,0.9931301615852354
Abcoude,Medemblik,0.993129962386867
Bunnik,Terneuzen,0.9931288616787737
Margraten,Schiermonnikoog,0.9931266149644034
Oude IJsselstreek,Vlagtwedde,0.9931258300092981
Schinnen,Vaals,0.9931228125318344
Bunschoten,Eijsden,0.9931226506909477
Haren,Strijen,0.9931194313710433
Rhenen,Veendam,0.9931182141842085
Breukelen,Zuidhorn,0.9931181423874672
Boxmeer,Oirschot,0.993116884691594
Pekela,Ten Boer,0.9931166201122692
Noord-Beveland,Ubbergen,0.9931160475643894
Aalburg,Nuth,0.9931131578249832
Voorschoten,Zaanstad,0.9931113635032818
Loenen,Woerden,0.9931080545451081
Stadskanaal,Twenterand,0.9931078078705498
Rijnwoude,Roerdalen,0.993106720041306
Anna Paulowna,Dinkelland,0.9931065624652501
Dinkelland,Niedorp,0.9931054428691379
Neerijnen,Vlist,0.9931019389514268
Alphen-Chaam,Hardenberg,0.993100996155543
De Marne,Wieringermeer,0.99309822438886
Ferwerderadiel,Wierden,0.9930954362864607
Dantumadiel,Drechterland,0.9930900942359228
Roerdalen,Wijk bij Duurstede,0.9930841490078743
Maasdriel,Zaltbommel,0.9930823434871746
Alphen aan den Rijn,Rheden,0.9930813490575225
IJsselstein,Leeuwarden,0.9930768073055772
Haren,Margraten,0.9930723120307603
Harenkarspel,Vlagtwedde,0.9930722988957432
Wieringermeer,Zuidhorn,0.9930671061433233
Tholen,Zeevang,0.9930669076574715
Ommen,Zaltbommel,0.9930657125901118
Vught,Waalwijk,0.9930653654505628
Naarden,Westland,0.9930624485434244
Bernisse,Nuth,0.9930615970270414
Pekela,Valkenburg aan de Geul,0.9930581925290052
Niedorp,Smallingerland,0.9930561890826342
Oude IJsselstreek,Staphorst,0.9930542390654536
Eersel,Epe,0.9930527589267562
Hellendoorn,Neerijnen,0.9930518241515557
Emmen,Hoogezand-Sappemeer,0.993047409816939
Epe,Gennep,0.9930468084867368
Noordwijkerhout,Reeuwijk,0.9930461239907129
Geldermalsen,Roerdalen,0.9930447523470494
Graft-De Rijp,Ten Boer,0.9930441815250248
Olst-Wijhe,Winterswijk,0.9930434744139046
Lemsterland,Terschelling,0.9930419784222972
Lochem,Reimerswaal,0.9930401056672177
Abcoude,Wervershoof,0.9930399555426043
Binnenmaas,Hulst,0.9930383031326044
Nijkerk,Putten,0.9930378501564205
Beverwijk,Schiedam,0.9930371859069393
Dongen,Heumen,0.9930365131176327
De Ronde Venen,Koggenland,0.9930361162749932
Nieuwegein,Papendrecht,0.9930324486499088
Loppersum,Menaldumadeel,0.9930319938133317
Huizen,Oegstgeest,0.9930319379962874
Vught,Zwolle,0.9930293589640944
Druten,Haaren,0.9930283222073584
Eemnes,Noordwijkerhout,0.9930275245693776
Lemsterland,Voerendaal,0.9930271307677875
Gouda,Purmerend,0.9930267534423738
Landsmeer,Zwartewaterland,0.9930259602919895
Ouder-Amstel,Ouderkerk,0.9930222782158442
Neerijnen,Woensdrecht,0.9930216461585648
Bergambacht,Ten Boer,0.9930216318448076
Ameland,Zeewolde,0.9930211145700291
Haarlemmerliede en Spaarnwoude,Wymbritseradiel,0.993017263158914
Terschelling,Woerden,0.9930147105776855
Nieuwkoop,Vaals,0.9930136632110554
Tytsjerksteradiel,Wieringermeer,0.9930129617915562
Lingewaal,Raalte,0.9930111820985623
Nieuw-Lekkerland,Vaals,0.9930074368179129
Abcoude,Goedereede,0.9930069744473846
Zeewolde,Zijpe,0.9930061225721574
Bunnik,Roerdalen,0.9930046266814803
Oostflakkee,Staphorst,0.9930029949568167
Abcoude,Zijpe,0.9930019281181077
Bernisse,Zeewolde,0.9930013295702611
Zeevang,Zeewolde,0.9929974022555396
Hulst,Winterswijk,0.9929950572903138
Niedorp,Steenwijkerland,0.9929924618792056
Ameland,Werkendam,0.9929907950761974
De Ronde Venen,Geldermalsen,0.9929905794106275
Cromstrijen,De Marne,0.9929886754026862
Lopik,Oudewater,0.992984457174679
Gennep,Oost Gelre,0.9929842425260582
Harenkarspel,Wijk bij Duurstede,0.9929839726091358
Hoogezand-Sappemeer,Kapelle,0.9929831867761351
Eersel,Sint-Oedenrode,0.9929824139549416
Midden-Delfland,Zuidhorn,0.9929779290461983
Drechterland,Sluis,0.9929772921890697
Cromstrijen,Valkenburg aan de Geul,0.992977205923342
Abcoude,Liesveld,0.9929769190617986
Kollumerland en Nieuwkruisland,Wieringen,0.9929691238570982
Borne,Oosterhout,0.9929640267114982
Niedorp,Schermer,0.9929637706554805
Andijk,Ten Boer,0.9929633946555417
Roerdalen,Steenwijkerland,0.9929618574056539
Hulst,Koggenland,0.9929607890505809
Kampen,Westvoorne,0.9929571347248213
Loenen,Lopik,0.9929564255257922
Oss,Roosendaal,0.9929562642251062
Epe,Putten,0.9929548625283485
Haarlem,Hilversum,0.9929525667402942
Boarnsterhim,Goes,0.9929524360883912
Dinkelland,Tholen,0.9929522446778251
Kampen,Staphorst,0.9929517021451035
Grave,Hilvarenbeek,0.9929455626700864
Buren,Veere,0.9929436029677027
Opmeer,Terneuzen,0.9929405517620653
Bunnik,Reeuwijk,0.9929403078958938
Brielle,Nuth,0.9929399569145008
Emmen,Harlingen,0.9929397299095561
Dongen,Schinnen,0.9929386646301125
Mill en Sint Hubert,Nijkerk,0.9929383200719436
Hulst,Zwartewaterland,0.992937363648401
Muiden,Ouder-Amstel,0.9929311294830137
Lochem,Stadskanaal,0.9929310272678342
Dirksland,Menaldumadeel,0.9929303592538625
Graafstroom,Menaldumadeel,0.9929300623188285
Goes,Westerveld,0.9929299573497147
Boarnsterhim,Waterland,0.9929287640923247
Raalte,Zaltbommel,0.9929268227823262
Lopik,Olst-Wijhe,0.9929228804440461
Bunnik,Montfoort,0.9929222393394215
Kollumerland en Nieuwkruisland,Wormerland,0.9929204277740246
Goes,Winterswijk,0.9929177803996082
Menaldumadeel,Roerdalen,0.9929158899893673
Aalburg,De Ronde Venen,0.9929156489086453
Ten Boer,Wieringermeer,0.9929153963378616
Grootegast,Wierden,0.9929150669106996
Bunschoten,Goes,0.9929131805221338
Aalburg,Hulst,0.9929122284641698
Druten,Raalte,0.9929093977887817
Rheden,Zwolle,0.9929088275939918
Neder-Betuwe,Woudenberg,0.9929077068717888
Anna Paulowna,Drechterland,0.9929053946089939
Hof van Twente,Tubbergen,0.992903189960822
Drimmelen,Ommen,0.9929026766445574
Buren,Smallingerland,0.9929024739917254
Brummen,Zuidhorn,0.9929015545934736
Nuth,Terschelling,0.992898348419133
Lingewaard,Wijdemeren,0.992890774953754
Bodegraven,Borsele,0.9928882173689092
Blaricum,Naarden,0.9928844057828686
Borger-Odoorn,Echt-Susteren,0.9928832345458104
Ameland,Tholen,0.9928826752876501
Hulst,Liesveld,0.99288254702848
Boarnsterhim,Cromstrijen,0.9928821460088807
Breukelen,Schiermonnikoog,0.9928818698589652
Haarlemmerliede en Spaarnwoude,Lemsterland,0.9928814370895803
Emmen,Ferwerderadiel,0.9928790279193852
Aalburg,Nederlek,0.9928787554653712
Bunnik,Oostflakkee,0.9928744479028875
Eemsmond,Oude IJsselstreek,0.9928708775938248
Abcoude,Reeuwijk,0.9928707812774901
Borsele,Loppersum,0.9928704997737735
Hoogezand-Sappemeer,Leusden,0.9928703901237186
Haren,Vianen,0.9928699771916019
Landsmeer,Schinnen,0.9928623594429463
Bedum,Bronckhorst,0.992861906617628
Culemborg,Haarlemmermeer,0.9928608524882953
Goes,Lemsterland,0.992860809366693
Dalfsen,Slochteren,0.9928545719810151
Lochem,Oldebroek,0.9928526037630127
Bodegraven,Dongeradeel,0.9928515277379382
Binnenmaas,De Ronde Venen,0.9928494543939907
Onderbanken,Wormerland,0.9928479976035924
Haren,Liesveld,0.9928474650221881
Binnenmaas,Dongeradeel,0.9928392381039993
Giessenlanden,Schiermonnikoog,0.9928365462081024
Abcoude,Wijk bij Duurstede,0.992834265515797
Strijen,Zeewolde,0.9928338742218173
Haarlemmermeer,Oud-Beijerland,0.9928330982592405
Andijk,Hulst,0.9928325011592657
Borne,Wijdemeren,0.9928291968594639
Onderbanken,Rijnwaarden,0.9928290896888265
Montfoort,Nuth,0.9928280356314704
Steenbergen,Tholen,0.9928269760077106
Liesveld,Woerden,0.9928241773568774
Nieuw-Lekkerland,Stede Broec,0.9928222131320819
Waterland,Westerveld,0.9928216195712511
Echt-Susteren,Grootegast,0.9928186008192655
Loppersum,Steenwijkerland,0.992816238488087
Anna Paulowna,Bernisse,0.9928149918394509
Baarle-Nassau,Hardenberg,0.9928130461515184
Leiderdorp,Voorschoten,0.9928088727539424
Bladel,Heeze-Leende,0.9928087271698817
Haaksbergen,Neerijnen,0.9928079792723914
Hoogezand-Sappemeer,Overbetuwe,0.9928042817641987
Horst aan de Maas,Zundert,0.9928036638294688
Bunschoten,Losser,0.992803442044125
Kampen,Meppel,0.9928017125454836
Castricum,Vught,0.9928006715297685
Sint Anthonis,Veghel,0.9927999289272688
Dongeradeel,Giessenlanden,0.992799632080558
Elburg,Woensdrecht,0.9927975568513495
Borsele,Bunnik,0.992797544851912
Kampen,Landsmeer,0.9927927743399334
Opmeer,Wymbritseradiel,0.9927911168395773
Moerdijk,Olst-Wijhe,0.9927879502037166
Middelharnis,Wijk bij Duurstede,0.9927867833802996
Cromstrijen,Westerveld,0.992786721676908
Noordoostpolder,Oudewater,0.9927839782795553
Brielle,Vaals,0.9927798188490499
Strijen,Westvoorne,0.9927774543901473
Bunschoten,Werkendam,0.99277511063868
Kaag en Braassem,Noordwijkerhout,0.9927715591068582
Kapelle,Wierden,0.9927704569100799
Bunschoten,Waterland,0.9927689677064845
Harlingen,Kapelle,0.9927658966572565
Deurne,Peel en Maas,0.9927646343714851
Beemster,Loenen,0.9927640313794434
Goedereede,Westerveld,0.9927614279991291
Valkenburg aan de Geul,Waterland,0.9927606350223415
De Marne,Waterland,0.9927600012284943
Delfzijl,Echt-Susteren,0.9927567318580858
Borsele,Winsum,0.9927563530408285
Anna Paulowna,Bodegraven,0.9927527258272291
Beemster,Tholen,0.9927511180201106
Dalfsen,Echt-Susteren,0.9927502392316179
Haaksbergen,Oudewater,0.9927491944619251
Dantumadiel,Smallingerland,0.9927486068947484
Aalten,Neerijnen,0.9927483793325528
Dongeradeel,Tytsjerksteradiel,0.9927482056063962
Hof van Twente,Twenterand,0.9927478078242418
Alkmaar,Nieuwegein,0.9927435997768417
Tholen,Voorst,0.9927428581589657
Geldermalsen,Oude IJsselstreek,0.9927371537657002
Zoeterwoude,Zuidhorn,0.9927354686688119
Abcoude,Ameland,0.9927310309087137
Appingedam,Overbetuwe,0.992727497174281
Liesveld,Westvoorne,0.9927245851506501
Heusden,Roosendaal,0.9927201867082746
Bolsward,Oud-Beijerland,0.9927183903790018
Terschelling,Werkendam,0.9927179208680813
Abcoude,Winterswijk,0.9927166583207194
Heeze-Leende,Leek,0.992713236011623
Grootegast,Oudewater,0.9927118924117225
Graafstroom,Voerendaal,0.9927098473926664
Graafstroom,Schermer,0.9927069648343172
Bodegraven,Coevorden,0.9927037592122738
Deventer,Elburg,0.9927021909802459
Appingedam,Rhenen,0.9927005982824879
Boxmeer,Heeze-Leende,0.9926971716774773
Hulst,Zederik,0.9926962726985066
Lith,Maasdonk,0.9926955868796036
Halderberge,Harenkarspel,0.9926942287056097
Midden-Delfland,Noordwijkerhout,0.9926924154842159
Grave,Hellendoorn,0.9926908289089268
Lisse,Tiel,0.9926880225433062
Medemblik,Vaals,0.9926862161561134
Landsmeer,Middelharnis,0.9926855752759101
Binnenmaas,Lopik,0.9926849513220085
Emmen,Rucphen,0.9926842307396885
Appingedam,Zaltbommel,0.9926836699944479
Midden-Delfland,Schiermonnikoog,0.9926814622910464
Losser,Wijk bij Duurstede,0.992680369438682
Bunnik,Kaag en Braassem,0.9926795970337928
Lemsterland,Schiermonnikoog,0.9926766546068777
Mook en Middelaar,Onderbanken,0.9926744468934446
Emmen,Slochteren,0.9926714290245545
Vianen,Westvoorne,0.9926704010289688
Dongeradeel,Goes,0.992670352253583
Texel,Tholen,0.992668427831023
Alblasserdam,Velsen,0.9926657879973856
Bladel,Landerd,0.9926634354052778
Grootegast,Ommen,0.9926630294233236
Oudewater,Smallingerland,0.992662871038358
Bunschoten,Cromstrijen,0.9926616115547194
Marum,Roerdalen,0.9926602795159486
Dantumadiel,Tynaarlo,0.9926598409247793
Bunschoten,Pekela,0.9926576699305861
Goes,Nuth,0.992654387656338
Leeuwarderadeel,Ooststellingwerf,0.9926538192127108
Assen,Roosendaal,0.9926506710074238
De Marne,Goedereede,0.9926505476693606
Hardinxveld-Giessendam,Vught,0.9926497014005891
Opmeer,Opsterland,0.9926494209667424
Koggenland,Tholen,0.9926488746341123
Aalburg,Tholen,0.9926477164990181
Lemsterland,Wieringen,0.9926474597316335
Abcoude,Rijnwaarden,0.9926444311371838
Borsele,Wymbritseradiel,0.9926429119521634
Wormerland,Wymbritseradiel,0.9926376886810385
Borger-Odoorn,Ferwerderadiel,0.9926375026612797
Boarnsterhim,Noordoostpolder,0.9926369479663274
Dirksland,Schermer,0.9926364837494789
Bunnik,Nuth,0.9926350950786822
Assen,Leerdam,0.9926350184048822
Harlingen,Zevenaar,0.992633738487072
Liesveld,Littenseradiel,0.9926319504258523
Schoonhoven,Vught,0.9926297446872421
Kollumerland en Nieuwkruisland,Ubbergen,0.9926270532352319
Wijk bij Duurstede,Woerden,0.9926252743474375
Neerijnen,Opsterland,0.9926250859593111
Boarnsterhim,Ouderkerk,0.9926234811282123
Hoogeveen,Tytsjerksteradiel,0.9926200306770037
Nunspeet,Wijchen,0.9926168658320936
Dalfsen,Oude IJsselstreek,0.992615906842288
Bunnik,Cuijk,0.992613594810352
Harlingen,Overbetuwe,0.9926113839685178
Liesveld,Tholen,0.9926075586804973
Cromstrijen,Ten Boer,0.99260012602486
Bedum,Vlist,0.9925937014840694
Dirksland,Steenwijkerland,0.9925926015268276
