gemeente,gemeente,0
Haaren,Millingen aan de Rijn,0.9364971981045709
Pekela,Sint-Michielsgestel,0.9364901007278387
Halderberge,Overbetuwe,0.93648942280841
Opsterland,Waddinxveen,0.9364837638643777
Huizen,Spijkenisse,0.9364832320281833
Amsterdam,Purmerend,0.9364645170517648
Almelo,Oss,0.936464202498874
Bedum,Valkenswaard,0.9364608108864508
Korendijk,Lingewaard,0.9364586820058889
Boarnsterhim,Meerssen,0.9364536581836397
Houten,Weesp,0.9364474329120964
Boxtel,Goes,0.936445850292697
Doesburg,Pijnacker-Nootdorp,0.9364431711498955
Nieuwkoop,Slochteren,0.9364419327364293
Boskoop,Cranendonck,0.9364416948659268
Eemnes,Eemsmond,0.9364379308095597
Berkelland,Ouder-Amstel,0.9364215681155041
Opmeer,Stede Broec,0.9364206947054668
Ferwerderadiel,Kampen,0.9364148172242653
Aalten,De Marne,0.9364147793111394
Arnhem,Wassenaar,0.9364112892906425
Noordwijkerhout,Vlist,0.9364006201878756
Beverwijk,Kerkrade,0.9363948738951793
Langedijk,Nederlek,0.9363880578261663
Boxtel,Montfoort,0.9363825215289304
Gemert-Bakel,Leek,0.9363724778933951
Bodegraven-Reeuwijk,Loppersum,0.9363614836126799
Dirksland,Valkenswaard,0.9363487346000017
Nuth,Veere,0.9363479078174437
Ferwerderadiel,Hardenberg,0.9363468664371388
Smallingerland,Wijchen,0.9363448626958562
Vlagtwedde,Wijdemeren,0.9363446316923627
Aalsmeer,Tilburg,0.9363344032518406
Lopik,Zeevang,0.9363337363124437
Menterwolde,Voerendaal,0.9363282066133926
Heerenveen,Menterwolde,0.9363278236563551
Hilvarenbeek,Steenwijkerland,0.9363272892971817
Steenwijkerland,Valkenswaard,0.9363200999541926
Oostzaan,Zwartewaterland,0.9363109363159144
Roosendaal,Waterland,0.9363084479854087
Aalsmeer,Lisse,0.9363063936894043
Bergen (L.),Simpelveld,0.9363049834394588
Heumen,Langedijk,0.936294878425906
Harenkarspel,Zevenaar,0.9362946191040912
Dongeradeel,Waddinxveen,0.9362852314876232
Albrandswaard,Stichtse Vecht,0.9362831993535303
Houten,Marum,0.9362772185592425
Liesveld,Lopik,0.9362734555957912
De Bilt,Zijpe,0.9362699560881901
Appingedam,Grootegast,0.9362580455699386
Putten,Zundert,0.9362576083739514
Harenkarspel,Hoogezand-Sappemeer,0.936254828319899
Edam-Volendam,Stede Broec,0.9362516972632126
Moerdijk,Nuth,0.9362467076331853
Boskoop,Lemsterland,0.9362299022316182
Hoogeveen,Zundert,0.9362288709894344
Coevorden,Drimmelen,0.9362262220677701
Stadskanaal,Winterswijk,0.9362159761644451
Bedum,Leeuwarderadeel,0.9362089323806391
Harderwijk,Zoetermeer,0.9362063970141051
Beemster,Lopik,0.936200500191745
Lopik,Zijpe,0.9362002724173323
Lochem,Millingen aan de Rijn,0.9361987407759326
Heusden,Voerendaal,0.9361965423255456
Heemstede,Leiden,0.9361887509790677
Heumen,Tiel,0.9361864244777313
Harenkarspel,Stede Broec,0.9361833945024507
Eemsmond,Ouderkerk,0.9361777859652466
Coevorden,Valkenswaard,0.9361769650828173
Amersfoort,Papendrecht,0.9361566340661092
Bergen (L.),Ouder-Amstel,0.936154726803498
Schinnen,Sint-Michielsgestel,0.9361528337686541
Sittard-Geleen,Weesp,0.9361523819351769
Noordoostpolder,Oosterhout,0.9361469824211077
Binnenmaas,Boxtel,0.936144465956057
Assen,Hillegom,0.9361368754465587
Echt-Susteren,Kaag en Braassem,0.936134651126231
Aalten,Dirksland,0.9361345026245383
Deventer,Slochteren,0.9361340996153581
Middelharnis,Oud-Beijerland,0.9361314128449344
Menterwolde,Schiermonnikoog,0.9361287496535404
Assen,Hellendoorn,0.9361281793282273
Beverwijk,Zandvoort,0.9361281636286903
Leeuwarden,Meerssen,0.9361117782296523
Bronckhorst,Woudrichem,0.9361029745585178
Ommen,Steenwijkerland,0.9361001653518148
Borger-Odoorn,Oostflakkee,0.9360961724177174
Losser,Oostzaan,0.9360956511104281
Baarn,Haarlemmermeer,0.936095517757095
Borsele,Grootegast,0.9360906287743104
Nuth,Vught,0.9360800204606171
Koggenland,Sint-Michielsgestel,0.9360799371309787
Lansingerland,Wormerland,0.9360735138905677
Korendijk,Lopik,0.9360672322709195
De Bilt,Winsum,0.9360591931204911
Arnhem,Harderwijk,0.9360578456903762
Eemsmond,Medemblik,0.9360543394531894
Brummen,Menterwolde,0.936052683671425
Hoogezand-Sappemeer,Vianen,0.936047735502423
De Marne,Lingewaard,0.9360415758390279
Schiermonnikoog,Weesp,0.9360351313854821
Lopik,Texel,0.9360330750189672
Assen,Weststellingwerf,0.936031696839929
Marum,Weesp,0.9360256980094818
Gilze en Rijen,Reusel-De Mierden,0.9360208503539116
Eemsmond,Kaag en Braassem,0.936019280978846
Lopik,Strijen,0.9360176827031838
Ten Boer,Zaltbommel,0.936016384394222
Leeuwarden,Noordwijk,0.9360123041154044
Lelystad,Maasgouw,0.9360066015813556
Dirksland,Hardinxveld-Giessendam,0.9360064812512655
Duiven,Ferwerderadiel,0.9359969207889963
De Wolden,Doetinchem,0.9359954046715662
Dalfsen,Harenkarspel,0.9359932800159071
Kapelle,Mook en Middelaar,0.9359889445681783
Etten-Leur,Millingen aan de Rijn,0.935975979150373
Schagen,Vaals,0.9359751417532627
De Ronde Venen,Tytsjerksteradiel,0.9359747987306174
Apeldoorn,Lisse,0.9359682998806877
Echt-Susteren,Middelharnis,0.9359629488636347
Kapelle,Leusden,0.9359565836064851
Heusden,Onderbanken,0.9359473185480276
Boxtel,Waalwijk,0.9359353461282318
Aalburg,Lopik,0.9359343248156008
Onderbanken,Rheden,0.9359306354444048
Lopik,Noord-Beveland,0.9359286920205072
Hilvarenbeek,Leusden,0.9359281284233706
Diemen,Spijkenisse,0.9359255140783056
Amersfoort,Heerlen,0.9359247615382604
Lansingerland,Voerendaal,0.935920773493323
Amstelveen,Zoetermeer,0.9359174155291684
Bellingwedde,Leerdam,0.9359173274734289
Bergen (L.),Midden-Drenthe,0.9359130421073896
Stede Broec,Zeevang,0.9359105931029555
Beesel,Dantumadiel,0.9359103770502699
Harlingen,Zwartewaterland,0.9359069696777561
Goedereede,Haarlemmermeer,0.9359065225331258
Schinnen,Schoonhoven,0.9359061277602427
Bladel,West Maas en Waal,0.9359059019888128
Maasdriel,Westerveld,0.935905881998484
Alphen aan den Rijn,Haren,0.9358999996977747
Ameland,Lopik,0.9358965610127832
Brummen,Echt-Susteren,0.9358847821655043
De Bilt,Korendijk,0.9358825784605908
Ameland,Leerdam,0.9358816547144101
Bergambacht,Oud-Beijerland,0.9358792948963944
Sliedrecht,Vlissingen,0.9358740942078525
Bergen op Zoom,Vianen,0.9358636947563631
's-Hertogenbosch,Apeldoorn,0.9358582801290051
Weesp,Wijk bij Duurstede,0.9358514281019722
Leerdam,Schijndel,0.9358467682555164
De Wolden,Peel en Maas,0.9358304521472081
Hardinxveld-Giessendam,Houten,0.9358269148305446
Heusden,Westerveld,0.9358200584376178
Borsele,Houten,0.9358200172280177
Sint-Michielsgestel,Waterland,0.9358085887733967
Grave,Zaltbommel,0.9358023430801607
Boxtel,Leerdam,0.9357939252994709
Etten-Leur,Veere,0.9357839115573205
Beesel,Noordoostpolder,0.9357813283078125
Harlingen,Waalwijk,0.9357782493779851
Menterwolde,Midden-Delfland,0.9357686029548811
Echt-Susteren,Ubbergen,0.935759212702802
Boskoop,Dirksland,0.935753239028704
Koggenland,Lopik,0.9357508844573766
Nederlek,Tiel,0.9357270344839194
Ooststellingwerf,Zeewolde,0.935724458444581
Bergambacht,Roosendaal,0.935723471159966
Beuningen,Borger-Odoorn,0.935722784609707
Heiloo,Nederlek,0.9357196890055147
Dantumadiel,Valkenswaard,0.9357192195245998
Dirksland,Roosendaal,0.9357184399539816
Duiven,Lochem,0.9357122281202819
Opmeer,Waalwijk,0.9357111936413266
Leek,Utrechtse Heuvelrug,0.9357051908596437
Leeuwarderadeel,Lingewaal,0.9357042119444764
Lochem,Winsum,0.9357025312875997
Borsele,Valkenswaard,0.9357003739170657
Aa en Hunze,Baarle-Nassau,0.935699453754273
Bedum,Oss,0.9356987568416938
Eemsmond,Montfoort,0.935692812925636
Opsterland,Schijndel,0.9356859810933571
Aa en Hunze,Wijdemeren,0.9356739212965223
Heiloo,Heumen,0.9356650707487514
Etten-Leur,Ten Boer,0.9356624087751184
Lopik,Zwartewaterland,0.9356609368082108
Sint-Michielsgestel,Vaals,0.9356602825281614
Steenbergen,Veendam,0.9356584062415829
Elburg,Marum,0.9356545320034009
Eemsmond,Leusden,0.9356484663299212
Boekel,Hattem,0.9356456356930481
Cranendonck,Hardinxveld-Giessendam,0.9356442985068457
Vlagtwedde,Westvoorne,0.9356427030074105
Landgraaf,Leidschendam-Voorburg,0.9356389854415395
Meerssen,Ten Boer,0.9356364674421307
Roosendaal,Wageningen,0.9356329911209501
Bedum,Mook en Middelaar,0.9356211099269525
Etten-Leur,Westerveld,0.9356137259800468
Hollands Kroon,Weesp,0.9356068211858761
Coevorden,Oosterhout,0.9356016279982856
Assen,Littenseradiel,0.9355976961191287
Emmen,Terneuzen,0.9355912880373618
Amersfoort,Diemen,0.9355890623705453
Oosterhout,Slochteren,0.9355797090650424
Borne,Winsum,0.9355779326559648
Breda,Langedijk,0.9355776102200659
Menterwolde,Rijnwaarden,0.9355656227245835
Neerijnen,Nieuw-Lekkerland,0.9355540345509938
Langedijk,Meppel,0.9355522931398056
Haarlemmermeer,Montfoort,0.9355423708481903
Zutphen,Zwolle,0.9355384427483565
Etten-Leur,Liesveld,0.9355279224361334
Heusden,Vaals,0.9355261612079475
Boxmeer,Grave,0.9355170160536094
Houten,Stede Broec,0.9355110523898467
Hendrik-Ido-Ambacht,Spijkenisse,0.9355039858044412
Nieuwkoop,Veere,0.935501811618792
Onderbanken,Vught,0.9354957421042726
Roermond,Roosendaal,0.9354948930023257
Haaren,Tholen,0.9354948032213225
Schouwen-Duiveland,Waalwijk,0.935494752338264
Haarlemmermeer,Pekela,0.9354885919661464
Dongen,Haaksbergen,0.9354860398176071
Ameland,De Bilt,0.9354828078052121
Beesel,Staphorst,0.9354825635391059
Apeldoorn,Lansingerland,0.9354748727553324
Dinkelland,Mook en Middelaar,0.935468948400568
Druten,Losser,0.9354606694386647
Soest,Teylingen,0.9354421244659651
Dongen,Zederik,0.9354419601157825
Oostflakkee,Valkenswaard,0.9354373504854561
Bergen (L.),Maasgouw,0.935437251807804
Laarbeek,Oldebroek,0.9354320978302016
Millingen aan de Rijn,Zundert,0.9354227026156788
Cromstrijen,Sint-Michielsgestel,0.9354132605161591
Bernisse,Oostzaan,0.9354112970995341
Cromstrijen,Haarlemmermeer,0.9354069056288871
Lelystad,Meppel,0.9354008000885877
Heusden,Westvoorne,0.9353939794464259
Eemsmond,Stichtse Vecht,0.9353878855973772
Borger-Odoorn,Duiven,0.9353857985834012
Oud-Beijerland,Terschelling,0.9353817600013592
Aalsmeer,Amersfoort,0.9353651230241611
Giessenlanden,Stede Broec,0.9353505847882511
Eijsden-Margraten,Lochem,0.9353439366788738
De Ronde Venen,Zaltbommel,0.9353430226139786
Echt-Susteren,Liesveld,0.9353315446784265
Waddinxveen,Wijchen,0.9353277226108129
Cuijk,Graafstroom,0.9353240375192156
Maasgouw,Waalre,0.9353229237286869
Giessenlanden,Waalwijk,0.9353220369942142
Dirksland,Etten-Leur,0.93531703288125
Neerijnen,Schinnen,0.9353149200964368
Midden-Drenthe,Veghel,0.9353148868288426
Goes,Oud-Beijerland,0.935313685570175
Harenkarspel,Waalwijk,0.9353133083033771
Oosterhout,Simpelveld,0.9352949225364567
Houten,Wierden,0.9352876207155035
Boskoop,Houten,0.9352869687342235
Borger-Odoorn,Lemsterland,0.9352865513894287
Franekeradeel,Venray,0.9352845050880957
Hoogeveen,Winsum,0.9352794524537457
Hof van Twente,Zaltbommel,0.9352777133059936
Leeuwarden,Valkenswaard,0.9352676823569653
Doetinchem,Loppersum,0.9352650086879006
Maassluis,Westervoort,0.9352638357891466
Berkelland,Uitgeest,0.935262362038661
Goirle,Heerhugowaard,0.9352623007073502
Graft-De Rijp,Sint-Michielsgestel,0.9352615334099402
Cuijk,Woerden,0.9352568640252662
Goedereede,Sint-Michielsgestel,0.9352463794255556
Barendrecht,Beverwijk,0.9352386344510661
Graft-De Rijp,Lopik,0.935235575095255
Assen,Zevenaar,0.9352304212588906
Eemnes,Menterwolde,0.9352283761203204
Baarle-Nassau,Duiven,0.9352278369306991
Oldebroek,Oost Gelre,0.9352271612868327
Gemert-Bakel,Sint Anthonis,0.935226044736597
Aalburg,Echt-Susteren,0.9352181161357316
Culemborg,Rijssen-Holten,0.9352160654948868
Ouder-Amstel,Vlist,0.9352152647139857
De Bilt,Neerijnen,0.9352097849889789
Boxtel,Marum,0.9352045237426465
Waalwijk,Zeevang,0.9352011335675079
Weesp,Zuidhorn,0.9351998010860314
Hulst,Meerssen,0.9351994753682141
Coevorden,Elburg,0.9351991472384021
Hardinxveld-Giessendam,Lisse,0.9351950292494134
Geldermalsen,Oss,0.9351928831263248
Vianen,Zevenaar,0.9351923844009827
De Wolden,Zaltbommel,0.9351848403223182
Kampen,Ooststellingwerf,0.9351790250304697
Kaag en Braassem,Menterwolde,0.9351780188755564
Loppersum,Vianen,0.9351746185597353
Almelo,Veldhoven,0.9351714974353769
Barneveld,Deurne,0.9351574576409947
Peel en Maas,Scherpenzeel,0.9351460131298562
Harlingen,Meerssen,0.9351435445558758
Moerdijk,Stichtse Vecht,0.9351416706094043
Druten,Heerenveen,0.9351369836599196
Etten-Leur,Littenseradiel,0.9351327129199368
Weststellingwerf,Wierden,0.9351303131964535
Bergen (L.),Uitgeest,0.9351291124143748
Etten-Leur,Olst-Wijhe,0.9351288872275839
Almere,Huizen,0.9351281710168564
Aa en Hunze,Wijchen,0.9351275435266986
Roosendaal,Vught,0.9351270724355839
Cuijk,Dirksland,0.9351225673323333
Aalten,Schouwen-Duiveland,0.9351207823962868
Castricum,Pijnacker-Nootdorp,0.9351179812945494
Goirle,Zundert,0.9351126025578589
Menterwolde,Montfoort,0.9351058900117428
Eemsmond,Wormerland,0.935104692976723
Stede Broec,Zijpe,0.9351042527058646
De Bilt,Oldambt,0.9350960959796991
Leeuwarderadeel,Voorst,0.9350954376755237
Nuth,Slochteren,0.9350933958682512
Cuijk,Schouwen-Duiveland,0.9350894924639459
Landsmeer,Schagen,0.9350876080579049
Roermond,Voorschoten,0.9350849185784804
Neerijnen,Zuidplas,0.935079630533266
Geertruidenberg,Gilze en Rijen,0.9350717382446037
Bunschoten,Lopik,0.935066633683157
Bunschoten,Menterwolde,0.935059269120039
Menterwolde,Ouderkerk,0.9350584634662735
Eemsmond,Terschelling,0.9350514736015261
De Bilt,Zutphen,0.9350499768223799
Franekeradeel,Midden-Drenthe,0.935045915103905
Heusden,Midden-Drenthe,0.9350455799324102
Medemblik,Menterwolde,0.9350438145368665
Bergambacht,Lopik,0.9350268593108337
Dalfsen,Littenseradiel,0.935026247199993
Lopik,Middelharnis,0.9350243738440489
Haren,Lelystad,0.9350243215744268
Cromstrijen,Lopik,0.9350200019503614
Hof van Twente,Oss,0.9350186149519027
Lopik,Voerendaal,0.9350147703280224
Heerenveen,Putten,0.9350114290867415
Korendijk,Stede Broec,0.935009808614434
Ameland,Assen,0.9349951136311317
Maasgouw,Neerijnen,0.9349871047926447
Duiven,Hardenberg,0.9349758171947681
Tynaarlo,Utrechtse Heuvelrug,0.9349731084543882
Heusden,Zutphen,0.9349588796186885
Druten,Zuidhorn,0.934958128623174
Alphen aan den Rijn,Vlissingen,0.9349510951062688
Lopik,Pekela,0.9349466787827372
Bergambacht,Echt-Susteren,0.9349449686149223
Haren,Heusden,0.934939730324465
Heumen,Oldambt,0.934934546705467
Kollumerland en Nieuwkruisland,Meerssen,0.9349312992322942
Haarlem,Hoorn,0.9349275744952128
Apeldoorn,Langedijk,0.934923508982984
Mook en Middelaar,Oude IJsselstreek,0.9349217908847246
Hilvarenbeek,Twenterand,0.9349185564886148
Heerenveen,Waddinxveen,0.9349124449993077
De Bilt,Sittard-Geleen,0.9349064097952712
Graafstroom,Roosendaal,0.9348934899498538
Noordoostpolder,Oss,0.934890290652268
Gennep,Nederweert,0.9348885109109403
Albrandswaard,Apeldoorn,0.9348773317165615
Oss,Rhenen,0.9348746981954641
Simpelveld,Sint-Michielsgestel,0.9348746559097705
Blaricum,Waalwijk,0.9348699319870928
Culemborg,Waterland,0.9348689434043975
Eersel,Reusel-De Mierden,0.9348608031654585
Hellendoorn,Winsum,0.9348498422810418
Beesel,Leerdam,0.9348493996946496
Noordwijk,Zeist,0.9348441680891555
Echt-Susteren,Medemblik,0.9348321497659068
Sint Anthonis,Uden,0.934829624653821
Brunssum,Leiderdorp,0.9348244521421541
Oosterhout,Wormerland,0.9348227062087544
Lochem,Zoeterwoude,0.9348220997063157
Castricum,Rijssen-Holten,0.9348180085612275
Sint-Michielsgestel,West Maas en Waal,0.934811330272233
Halderberge,Raalte,0.9348093267183869
Pekela,Roosendaal,0.9348075433996118
Borne,Wageningen,0.9348054187137156
Moerdijk,Nieuwkoop,0.934797413093721
Oud-Beijerland,Pijnacker-Nootdorp,0.9347921128857346
Druten,Grave,0.9347910570804481
Borne,Haaren,0.9347852328844282
Voorschoten,Zwijndrecht,0.9347851512263878
Nuth,Zwolle,0.9347843044511761
Echt-Susteren,Rijnwaarden,0.9347811818783083
Hilvarenbeek,Steenbergen,0.9347788091759063
Echt-Susteren,Koggenland,0.9347784410081811
Montfoort,Oud-Beijerland,0.9347775940644173
Boarnsterhim,Cuijk,0.9347733823753661
Heemstede,Spijkenisse,0.934773173379414
Lelystad,Noordwijkerhout,0.9347692643099106
Goedereede,Lopik,0.9347691620656201
Hardinxveld-Giessendam,Winsum,0.9347661671001677
Ommen,Rijssen-Holten,0.9347497882977172
Maasdriel,Wijdemeren,0.9347448953017579
Albrandswaard,Oosterhout,0.9347272160333832
Echt-Susteren,Pekela,0.93472667596277
Boxtel,Nieuwkoop,0.9347169914161948
Bunnik,Oud-Beijerland,0.9347142087891706
Bergen op Zoom,Schijndel,0.9347131526081993
Breda,Rheden,0.9347036371454732
Haarlemmermeer,Pijnacker-Nootdorp,0.9347017722765879
Borne,Doetinchem,0.9346948900834549
Dantumadiel,Dongen,0.934694012229167
Echt-Susteren,Ouderkerk,0.9346903818937085
Lopik,Waterland,0.9346896119990781
Hardenberg,Renswoude,0.9346761653298107
Meerssen,Noord-Beveland,0.9346646564820895
Binnenmaas,Ommen,0.9346622417781615
Eemsmond,Oosterhout,0.9346513392482859
Bergen (L.),Leusden,0.9346494411490263
Huizen,Oldenzaal,0.9346296634337422
Assen,Vlist,0.9346283760049809
Heusden,Muiden,0.9346183060654613
Beesel,Sint-Michielsgestel,0.9346174720030621
Lelystad,Nederlek,0.934615660587174
Landsmeer,Lelystad,0.9346092594368267
Apeldoorn,Harlingen,0.9346064055552447
Borne,Loppersum,0.9346018467894108
Heumen,Weststellingwerf,0.9346006040376265
Stichtse Vecht,Venlo,0.934600036080278
Schoonhoven,Uitgeest,0.9345906188542865
Doetinchem,Menterwolde,0.9345859811064609
Millingen aan de Rijn,Veere,0.9345841187693489
Lelystad,Wormerland,0.9345765567357754
Boarnsterhim,Roosendaal,0.9345731529661558
Harlingen,Liesveld,0.934566222578631
Grootegast,Opmeer,0.934554158024122
Goedereede,Roosendaal,0.9345537032078154
Echt-Susteren,Midden-Delfland,0.9345448810842152
Haaren,Werkendam,0.9345346610859494
Utrechtse Heuvelrug,Veghel,0.9345329472846691
Lopik,Wijchen,0.934506423611672
Sint-Oedenrode,West Maas en Waal,0.9345041382689437
Brummen,Lopik,0.9344885579036393
Doetinchem,Veghel,0.9344881853667097
Baarle-Nassau,Bergen (L.),0.9344820239247015
Menterwolde,Valkenburg aan de Geul,0.9344772006250506
Bernisse,Lelystad,0.9344712705906457
Bellingwedde,Millingen aan de Rijn,0.9344697576432681
Sint-Michielsgestel,Zwartewaterland,0.9344673099198754
Dinkelland,Overbetuwe,0.934466257729273
Druten,Tholen,0.9344640240958149
Cromstrijen,Oud-Beijerland,0.9344535006612561
Heumen,Neerijnen,0.9344485016429737
Beemster,Leerdam,0.9344460046724283
Castricum,Waterland,0.9344441730501266
Boxtel,Heusden,0.9344398703722268
Goedereede,Oud-Beijerland,0.9344356519675853
Mook en Middelaar,Zeewolde,0.9344336573248163
Hendrik-Ido-Ambacht,Schiedam,0.9344327748352873
Apeldoorn,Ermelo,0.9344320244312366
Ooststellingwerf,Zuidhorn,0.9344257483194732
Oud-Beijerland,Pekela,0.9344170471028878
Lelystad,Westvoorne,0.9344076113971274
Maasgouw,Oldambt,0.9344066005978843
Cromstrijen,Roosendaal,0.934401203600016
Geertruidenberg,Tubbergen,0.9343939928780449
Heusden,Schouwen-Duiveland,0.9343822921373901
Waalre,Zaanstad,0.9343808470099686
Best,Putten,0.9343802721135204
Maasdriel,Stichtse Vecht,0.9343772699291547
Kampen,Oud-Beijerland,0.9343759379290363
Cromstrijen,Echt-Susteren,0.9343719975946018
Baarle-Nassau,Vlagtwedde,0.9343507152503006
Eijsden-Margraten,Smallingerland,0.9343480650233987
Dinkelland,Hoogezand-Sappemeer,0.9343461035434146
Hilvarenbeek,Reusel-De Mierden,0.934344420168887
Oldenzaal,Papendrecht,0.9343345373531344
Drimmelen,Littenseradiel,0.9343298170042746
Borne,Strijen,0.9343296501136993
Oostzaan,Terneuzen,0.9343289484455081
Beesel,Haaksbergen,0.9343233503937728
Hardinxveld-Giessendam,Oostflakkee,0.9343199745623423
Echt-Susteren,Waterland,0.9343152804737475
Echt-Susteren,Eemnes,0.9343068083610352
Haaren,Hulst,0.9343043844583767
Venlo,Zuidplas,0.9343041290237769
Gouda,Spijkenisse,0.9343010282946409
Aa en Hunze,Haren,0.9343005665019263
Elburg,Tubbergen,0.9342949136506755
Schijndel,Venlo,0.9342847877073448
Bernisse,Roosendaal,0.9342846273483532
Ommen,Oost Gelre,0.9342845742211815
Mook en Middelaar,Steenwijkerland,0.9342814040414599
Etten-Leur,Zeewolde,0.9342796389070291
Bronckhorst,De Bilt,0.934274028634208
Leerdam,Texel,0.9342731980585903
Best,Goirle,0.9342688069680464
Uitgeest,Vlist,0.9342675867909467
Oost Gelre,Stadskanaal,0.9342631976970546
Beesel,Harlingen,0.9342594579802805
Almelo,Heerenveen,0.9342490336989843
Appingedam,Lansingerland,0.9342427391649938
Coevorden,Reimerswaal,0.9342421649710125
Rijnwoude,Waalwijk,0.934241816180854
Waalwijk,Zijpe,0.9342310185362682
Maastricht,Papendrecht,0.93422830113563
Lelystad,Onderbanken,0.9342273584611923
Rijnwoude,Woudrichem,0.9342217041470059
Hoogeveen,Nederlek,0.9342197389763778
Druten,Zeewolde,0.9342194867679562
Lelystad,Ouder-Amstel,0.9342190701690646
Voorschoten,Westervoort,0.9342141527442003
Echt-Susteren,Goedereede,0.9342099360665763
Aa en Hunze,Etten-Leur,0.9342071438427068
Leusden,Vlist,0.9342048172797406
Eemsmond,Zundert,0.9341993857112866
Putten,Urk,0.9341907927739892
Deurne,Rhenen,0.9341837130023314
Ameland,Stede Broec,0.9341800857136273
Etten-Leur,Vlagtwedde,0.9341750620295824
Aalten,Twenterand,0.9341741901901627
Duiven,Haaren,0.9341702194166089
Eemsmond,Ubbergen,0.9341695840853744
Littenseradiel,Schijndel,0.9341681575941535
De Wolden,Tytsjerksteradiel,0.9341648137327117
Bergen (L.),Utrechtse Heuvelrug,0.9341643446374057
Duiven,Veere,0.9341626515716946
Gulpen-Wittem,Oosterhout,0.9341557157893599
IJsselstein,Maasgouw,0.934149605985369
Roosendaal,Terschelling,0.9341396680921686
Haarlemmerliede en Spaarnwoude,Oosterhout,0.9341383446413037
Neerijnen,West Maas en Waal,0.9341373007561073
Bergen (L.),De Bilt,0.9341360811575379
De Bilt,Staphorst,0.9341298070969947
Assen,Zaltbommel,0.9341189931157805
Bergen op Zoom,Schinnen,0.9341163831837733
Soest,Waalre,0.9341144419560244
Simpelveld,Vlist,0.9341137043261855
Beuningen,Overbetuwe,0.9341124910273715
Goirle,Nederweert,0.9341103653949228
Houten,Oud-Beijerland,0.9341097018552246
Noordenveld,Nuth,0.9341075447649974
Hulst,Valkenswaard,0.9340987369028808
Stadskanaal,Steenwijkerland,0.9340984101692004
Borne,Veendam,0.9340980432111387
Boskoop,Lisse,0.9340946644031124
Boskoop,Winsum,0.934094057330774
Bergen (L.),Valkenswaard,0.9340853200806947
Lopik,Montfoort,0.9340841255241518
Almere,Maastricht,0.9340826815259379
Boskoop,Oostflakkee,0.9340816734799207
Echt-Susteren,Graft-De Rijp,0.9340799737465867
Dongeradeel,Veendam,0.9340771787395227
Deurne,Gilze en Rijen,0.9340656155130305
Bodegraven-Reeuwijk,Emmen,0.9340653783209238
Bronckhorst,Wierden,0.9340596489868125
Borne,Leusden,0.9340550965910596
Deventer,Menterwolde,0.9340546675998161
Eijsden-Margraten,Tytsjerksteradiel,0.9340469418010244
Mook en Middelaar,Rucphen,0.93403105705069
Alkmaar,Almere,0.9340264917097012
Reusel-De Mierden,Zundert,0.9340238987104225
Menterwolde,Wormerland,0.9340179733808834
Bunnik,Reimerswaal,0.9340118970257574
Hillegom,Valkenswaard,0.9340070977550357
Leek,Stadskanaal,0.9340061212203308
Borne,Drimmelen,0.9340060661027421
Bunschoten,Eemsmond,0.9340038785283405
Steenbergen,Valkenswaard,0.9340032176321791
Veghel,Woudenberg,0.9339920705560439
Lopik,Midden-Delfland,0.9339879077320047
Strijen,Valkenswaard,0.9339851135965844
Groesbeek,Heerhugowaard,0.9339847543833868
Echt-Susteren,Wormerland,0.9339776175670651
Goes,Leeuwarderadeel,0.9339739951102138
Aa en Hunze,Woerden,0.9339642364090226
Geldermalsen,Raalte,0.9339577695242761
Dongen,Heusden,0.933957171695308
Lelystad,Uitgeest,0.9339532177417627
Haarlem,Oegstgeest,0.9339525971783809
Marum,Reimerswaal,0.9339501826698211
Hollands Kroon,Meerssen,0.9339380660736518
Ameland,Lingewaard,0.9339290635327683
Emmen,Ten Boer,0.9339279529169866
Landsmeer,Tiel,0.9339199523382031
Marum,Meerssen,0.9339012404120522
Apeldoorn,Culemborg,0.9338922567965784
Tytsjerksteradiel,Winsum,0.9338915567301297
Korendijk,Waalwijk,0.933891353559011
Etten-Leur,Menterwolde,0.9338913483003333
Eemsmond,Valkenburg aan de Geul,0.9338899293917098
Nuth,Olst-Wijhe,0.9338870642994522
Lopik,Wijdemeren,0.9338792500530847
Giessenlanden,Haaren,0.9338783848586958
Alphen aan den Rijn,Simpelveld,0.933864837451938
Doetinchem,Slochteren,0.9338630858417047
Oisterwijk,Overbetuwe,0.933857994943399
Maassluis,Uithoorn,0.9338480362161797
Graft-De Rijp,Haarlemmermeer,0.9338370641496534
Midden-Drenthe,Millingen aan de Rijn,0.9338321047315269
De Ronde Venen,Loppersum,0.9338300973150307
Etten-Leur,Graafstroom,0.9338281186691887
Olst-Wijhe,Wijchen,0.933826003874932
Eijsden-Margraten,Loppersum,0.9338243274072792
Houten,Uitgeest,0.9338226520083553
Kaag en Braassem,Lopik,0.9338173952778578
Bussum,Kerkrade,0.9338132603267236
Haarlem,Heemstede,0.9338123299559322
Bernisse,Veere,0.9338052669192618
Dirksland,Heusden,0.9338036381038064
Opsterland,Veendam,0.9338023221445845
Montferland,Mook en Middelaar,0.9337941115799594
Lingewaard,Teylingen,0.9337936517759765
Blaricum,Boskoop,0.9337868332300514
Echt-Susteren,Haarlemmerliede en Spaarnwoude,0.9337815693095286
Heerenveen,Hellendoorn,0.9337703428966688
Hillegom,Leidschendam-Voorburg,0.9337665531707809
Oldenzaal,Purmerend,0.9337633664739965
